-0.0039866052239772 -0.0327194084312054 269.9654043621454800 -30.0395516691605060 -0.1159092131284395 -0.0002785805633418 0.6112398214097796  1.8848385200012596 400.1029493255930400
-0.0008246905527366 -0.0330594905664974 269.9670958834873900 -30.0408687356770270 -0.1193754826685108 -0.0002285073030063 0.6112398188513902  1.8848327770678883 400.1026883043786600
-0.0027378346118524 -0.0295436551275624 269.9649785004477300 -30.0436938661063310 -0.1226513480389563 -0.0000412618629279 0.6112398160243726  1.8848270233823108 400.1014960243222700
-0.0032439676647079 -0.0290102262694806 269.9634947309610900 -30.0425856236882680 -0.1254522789217958 -0.0000005938527619 0.6112398132203369  1.8848212972285572 400.0998491227769600
-0.0025151149701278 -0.0309470767465541 269.9650235181638900 -30.0432844210825070 -0.1280117886082156 0.0000955509250048 0.6112398104684871  1.8848155594262357 400.0986750448512900
-0.0036582135688022 -0.0329996427287497 269.9660940066431700 -30.0464769935709310 -0.1312110614134162 0.0000503436703783 0.6112398077311436  1.8848098055811322 400.0971211976337300
-0.0028896100102745 -0.0322339750925346 269.9642380075575300 -30.0467824801933750 -0.1343155079561960 0.0002245378530583 0.6112398049734285  1.8848040715303067 400.0956725106001400
-0.0047621683241303 -0.0307866754976616 269.9619183248729500 -30.0465308795336950 -0.1370859709852923 0.0002560045154317 0.6112398020072214  1.8847983400648531 400.0933398343737500
-0.0071804494820557 -0.0261420353758253 269.9598192835200600 -30.0452223791778970 -0.1392626288600166 0.0004017801168961 0.6112397988869943  1.8847926188419779 400.0896638362556800
-0.0071952260413834 -0.0252916587587244 269.9585868118502400 -30.0412663535622460 -0.1409079879471653 0.0004363848136743 0.6112397957803926  1.8847869174028209 400.0858304244619600
-0.0026144179412331 -0.0283987664576242 269.9598526022219300 -30.0398626746108590 -0.1424198381819780 0.0006398893589580 0.6112397926461308  1.8847811975096869 400.0844063567217900
0.0007700596118654 -0.0313613143196864 269.9593978734018300 -30.0394646725525900 -0.1444418645999223 0.0008656830036333 0.6112397894370495  1.8847754673837733 400.0849153456556500
0.0026033439226955 -0.0291746151883654 269.9581218823977300 -30.0431712991013030 -0.1464661653129920 0.0010252064660683 0.6112397858632519  1.8847697052975660 400.0867799335903800
0.0062301930706931 -0.0292483273867123 269.9550027303322400 -30.0404676855994560 -0.1483852871280359 0.0013959032902835 0.6112397823588780  1.8847639846623274 400.0899277305246100
0.0085264224612941 -0.0323027832834974 269.9557052470273100 -30.0419435757750540 -0.1504212208973361 0.0018056083003190 0.6112397786818149  1.8847582321811454 400.0946460671920000
0.0072527660671100 -0.0332602646636624 269.9556336170790000 -30.0414697012560480 -0.1526640952707365 0.0019874240984445 0.6112397751021703  1.8847524924201162 400.0986192681063500
0.0091884439003076 -0.0324662644100794 269.9541023967474900 -30.0431366261604570 -0.1550273918827091 0.0023431352947953 0.6112397712969799  1.8847467389055639 400.1036847864393700
0.0073358724526599 -0.0319999577837592 269.9518387733590400 -30.0445356216360900 -0.1570784355992534 0.0025990837237614 0.6112397672758290  1.8847409840312979 400.1078887903918800
0.0045050743331618 -0.0331345589785960 269.9489353600299600 -30.0408439545571500 -0.1590327722154512 0.0027147868066990 0.6112397633288785  1.8847352684882799 400.1102566377724700
0.0035704501465564 -0.0314306129526791 269.9497156250223500 -30.0406711658603030 -0.1610556859745112 0.0026816145136680 0.6112397592645467  1.8847295321030300 400.1124982406456600
0.0029765882397151 -0.0288379022508351 269.9500629269079500 -30.0437970717466780 -0.1624338072597600 0.0029717817120023 0.6112397550056690  1.8847237745591674 400.1144898538272500
0.0028992966165677 -0.0273296704158733 269.9521322950731700 -30.0436305617281860 -0.1632747063728091 0.0031883879689076 0.6112397510733707  1.8847180400399695 400.1162220583717600
0.0035948653302945 -0.0278495503907129 269.9502389818475200 -30.0386569641488490 -0.1641365983397573 0.0032662171021142 0.6112397472656764  1.8847123383867581 400.1179853395808500
0.0060311820655793 -0.0249750710254326 269.9498250401699100 -30.0361059109924970 -0.1646112410442578 0.0033668026921613 0.6112397432055892  1.8847066178806577 400.1212469903468300
0.0065116386246378 -0.0254055409101928 269.9498612656361700 -30.0376759128989690 -0.1648150289422892 0.0035242576129590 0.6112397388941095  1.8847008677514032 400.1250852109158700
0.0067356295307955 -0.0230080936854676 269.9484016345254500 -30.0380784778711640 -0.1650899021805135 0.0035261030742074 0.6112397345372215  1.8846951259348295 400.1290464717689600
0.0072174647415706 -0.0216193525891116 269.9459509124450300 -30.0346812283976800 -0.1649998455148166 0.0036134912197653 0.6112397301806094  1.8846894104322574 400.1328612398488600
0.0071847191861184 -0.0212796143166198 269.9444419761846300 -30.0338917107524170 -0.1647610503710403 0.0038379733636048 0.6112397255364034  1.8846836765059418 400.1368863159215200
0.0070148519103861 -0.0201134282460926 269.9424354534890000 -30.0338706108235310 -0.1642426359444366 0.0039076500666177 0.6112397206507770  1.8846779369980438 400.1409976882702000
0.0044176848747270 -0.0204174272109627 269.9412323526582300 -30.0317247624739880 -0.1637278176929185 0.0041162704854103 0.6112397157936929  1.8846722128480713 400.1434624077540400
0.0047992151722950 -0.0227172214870615 269.9411109599092200 -30.0378338407166120 -0.1632473538081027 0.0041107392475076 0.6112397104648842  1.8846664329644125 400.1469058215433800
0.0067944860031276 -0.0212936055865629 269.9422128045277400 -30.0377056884762550 -0.1630569878489281 0.0043261161663976 0.6112397056043347  1.8846606946012447 400.1507740925287600
0.0067559197390783 -0.0187283982423580 269.9421905964998700 -30.0397334972221760 -0.1623408585330222 0.0044969638249823 0.6112397005763500  1.8846549419570124 400.1548401251040400
0.0059517350077988 -0.0170148545424807 269.9436457159221200 -30.0393415763188930 -0.1611749879061397 0.0046380007735214 0.6112396957714337  1.8846492050666039 400.1583270029713000
0.0108841996566388 -0.0153306605953247 269.9446807860243200 -30.0412936020220870 -0.1597744686545887 0.0047982211434568 0.6112396908853841  1.8846434503744611 400.1645778597699600
0.0138435410395299 -0.0138727801241096 269.9451341313360300 -30.0356667300592120 -0.1578631710849355 0.0050399339379512 0.6112396864399604  1.8846377468792899 400.1716220451755800
0.0139253728020409 -0.0140252517463596 269.9459394943944500 -30.0422472151399200 -0.1559342213198232 0.0054275943909464 0.6112396812942128  1.8846319545495360 400.1798183658747200
0.0124627343031275 -0.0148454257277005 269.9467465546601900 -30.0379346903523330 -0.1541240995874849 0.0057399731989989 0.6112396769146026  1.8846262401759708 400.1862353467752800
0.0103178593058058 -0.0125314983053322 269.9453453397397900 -30.0393491608114860 -0.1523079726456995 0.0059550044661295 0.6112396720774059  1.8846204881457786 400.1921126611599700
0.0087720612985057 -0.0111993516213364 269.9435944055410300 -30.0380306909359330 -0.1503145463648751 0.0061583304814908 0.6112396672844314  1.8846147574998608 400.1969246249900600
0.0070517782014705 -0.0104689086297471 269.9420293870599000 -30.0404019192700350 -0.1482861619857798 0.0063144080413606 0.6112396621277116  1.8846090010723449 400.2011430928441200
0.0081070404395059 -0.0100644960453018 269.9429230543026400 -30.0403955689551620 -0.1458686419419283 0.0065635807748062 0.6112396571762154  1.8846032622281661 400.2057174825303600
0.0094703151334762 -0.0109868822728338 269.9395769535505000 -30.0410608937830400 -0.1437503011901474 0.0067176669688782 0.6112396519381668  1.8845975179098786 400.2110255220867400
0.0093715821797914 -0.0102766495156288 269.9414863148079500 -30.0392369993247000 -0.1416571953692341 0.0069829891443532 0.6112396470052053  1.8845917914998886 400.2159751252200400
0.0103752376924315 -0.0115417276132255 269.9415764214276100 -30.0375440404325720 -0.1394692607303847 0.0070218533695916 0.6112396420455648  1.8845860613708438 400.2216426599911200
0.0119632643408499 -0.0132872300876963 269.9394612414572000 -30.0323977156282890 -0.1375771694196891 0.0073006234622495 0.6112396371306867  1.8845803555916463 400.2277196958713100
0.0109642380501742 -0.0130340385295725 269.9387072753274300 -30.0299489060561870 -0.1359009148595867 0.0073420201547003 0.6112396320083946  1.8845746302128765 400.2336379420019100
0.0072231405616061 -0.0145988626350388 260.9463024076123400 -29.6560736500943380 -4.8231056140552653 0.0064168604802176 0.6112392576210390  1.8845689177063198 400.2382689073048700
0.0043616409557983 -0.0149256865775102 251.9470948751698000 -28.5513231649707000 -9.3979016554380266 0.0054046618591972 0.6112381552320551  1.8845633553849828 400.2413780070458500
0.0024289877313385 -0.0150399663706423 242.9480486767893400 -26.7476705158464120 -13.7456144581782520 0.0042060544451213 0.6112363413656003  1.8845580492986416 400.2436309841739300
0.0023243931658978 -0.0154089778488887 233.9453619844988200 -24.2826860981766830 -17.7554157460149180 0.0030763951325653 0.6112338805047441  1.8845531759654415 400.2458215789010900
-0.0009564577783825 -0.0146411325511383 224.9462584849281100 -21.2212205408044600 -21.3311218546149630 0.0019399146164103 0.6112308195111905  1.8845488264734931 400.2463057443334800
-0.0056111019846774 -0.0117652098597358 215.9488234231242800 -17.6402087793361560 -24.3867407712080780 0.0007785819538133 0.6112272229837222  1.8845451006193514 400.2441251672186700
-0.0092160394649780 -0.0102466076932271 206.9487966636854400 -13.6253237756666130 -26.8445215014675970 -0.0001396464952842 0.6112231939019559  1.8845421061301950 400.2399876168534500
-0.0094790109985983 -0.0061612196052220 197.9491069556904100 -9.2750932943207189 -28.6420506255594200 -0.0007638672616269 0.6112188428957086  1.8845399199577171 400.2358800052492100
-0.0094168768161593 -0.0030617789834663 188.9493654329536700 -4.6974603219795830 -29.7368710045003330 -0.0011785882116082 0.6112142662120987  1.8845385884483434 400.2317102728412700
